4400,1734431629,1,0
3800,1724674190,1,0
4230,1713240592,1,0
4270,1698747474,1,0
3620,1688261577,1,0
4160,1677758859,1,0
3910,1669008884,1,0
4030,1654136236,1,0
3860,1641786002,1,0
1120,1733483108,2,0
1130,1724428138,2,0
1150,1713540792,2,0
1010,1698360218,2,0
1160,1685883402,2,0
1260,1672210650,2,0
1020,1660324743,2,0
920,1645832717,2,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
42,-62120412564,3,0
